id,title,release date,genres,director,producers,actor,supporting actors,media format,run time,MPAA rating,subtitles,studio,Item model number,Date First Available,IMDb,audio languages
B000FFJYG6,Ring of Glory Wrestling: The Great Commission,"August 1, 2006",Sports,,,,,NTSC,,s_medNotRated Unrated (Not Rated),,Big Vision,,,,
B003H8F45I,The Loss of a Teardrop Diamond [Blu-ray],"September 7, 2010",Movies,Jodie Markell,,"Bryce Dallas Howard,Chris Evans,Will Patton,Ann-Margret,Mamie Gummer",,"Multiple Formats,Blu-ray,NTSC,Widescreen",1 hour and 42 minutes,s_medPG13 PG-13 (Parents Strongly Cautioned),,Screen Media,SCMD801070BR,,,
B007XIO9VS,Butterfly,"July 24, 2012",Horror,Edward E. Romero,,"Eileen Dietz,Mandi Kreisher",,"Multiple Formats,Color,NTSC,Widescreen",1 hour and 30 minutes,s_medNotRated NR (Not Rated),,R Squared Films,RSQ-70,,,
6305805385,Digimon (Vol. 2) [VHS],"March 21, 2000",Kids & Family,"Hosoda,Mamoru,Hosoda,Minoru,Kaizawa,Yukio,Konaka,Chiaki,Lee,Wendee",,"Alan,Jane,Beacock,Brian,Blum,Steven Jay,Charles,Melissa,Lee,Wendee",,,1 hour,,,Fox Home Entertainme,,"October 25, 2006",,
6302101468,Trading Hearts [VHS],"January 1, 1998",Comedy,,,"Alan,Scott,Baron,Richard,Blakely,D.L.,Buckner,Parris,Caldwell,Robin",,,1 hour and 28 minutes,,,Avid Home Ent,,"January 18, 2007",,
B007STBUHI,Jaws,"August 14, 2012",Action & Adventure,Steven Spielberg,,"Roy Scheider,Robert Shaw,Richard Dreyfuss,Lorraine Gary,Murray Hamilton",,"Multiple Formats,Color,NTSC,Subtitled,Widescreen",2 hours and 4 minutes,s_medPG PG (Parental Guidance Suggested),,Universal Pictures Home Entertainment,1120918,,,
B003IBD1H2,Touching the Void (Tocando la Cima) [*Ntsc/region 1 & 4 Dvd. Import-latin America],,Drama,Kevin Macdonald,,"Brendan Mackey,Nicholas Aaron,Joe Simpson,Simon Yates,Richard Hawking",,"Dolby,Color,Subtitled,Dubbed,Import,DVD",1 hour and 46 minutes,s_medG G (General Audience),,,,,,
B001UNGS6G,Junebug [Blu-ray],"June 22, 2009",Movies,Phil Morrison,,"Benjamin McKenzie,Frank Hoyt Taylor,Alessandro Nivola,Scott Wilson,Embeth Davidtz",,"Multiple Formats,Blu-ray,NTSC,Import",1 hour and 46 minutes,s_medNotRated Unrated (Not Rated),,Ais,,,,
B0009JKVTC,Mafia - Crime Inc: Mafia The True Story,"June 23, 2008",Documentary,*,,Crime Inc.,,"Multiple Formats,Color,NTSC",6 hours,s_medNotRated NR (Not Rated),,BCI,,,,
B000P37ZUK,Blood Song,,Movies,,,,,,,,,,,"April 3, 2007",,
B000QFBW6K,Der Ring Des Nibelungen,"December 4, 2007",Classical,,,Wagner,,"Box set,Classical,PAL",15 hours and 17 minutes,s_medNotRated NR (Not Rated),,Rhino,,,,
B00005YH64,Tribute to Tuna 2 / Sportfishing [VHS],"November 13, 2000",Documentary,,,,,,,,,Tapeworm,,"September 29, 2006",,
B0000CEB4Q,We Sign Classroom Favorites [VHS],"September 2, 2003",Kids & Family,,,Artist Not Provided,,,30 minutes,,,Production Associate,,"February 8, 2007",,
B000KN7C1W,Klimt (The Post-Impressionists),"January 30, 2007",Documentary,Cromwell Productions,,,,"Multiple Formats,Color,Dolby,NTSC",50 minutes,s_medNotRated NR (Not Rated),,Kultur Video,D7150,,,
B005V8WR52,KissMe Girl: Girls Kissing - Vol. 9,"November 4, 2011",LGBT,Kenny Carolina,,"Malena Morgan,Holly Michaels,Celeste Star,Lily Labeau,Vicki Chase",,"Multiple Formats,NTSC,Widescreen",2 hours and 15 minutes,,,"GreyWood Entertainment, LLC",,,,
B000LXHJUU,Men's Health: 15 Minute Workout,"March 13, 2007",Exercise & Fitness,,,Artist Not Provided,,"Color,NTSC",1 hour,s_medNotRated NR (Not Rated),,Rodale,,,,
B000UL610W,Our Hero - The Complete Series,"January 27, 2006",Comedy,,,"Cara Pifko,Jeanie Calleja,Justin Peroff,Michael George,Vik Sahay",,NTSC,13 hours,,,Morningstar Entertainment Inc.,,,,
B0002T2R1O,Deceived,"August 31, 2004",All Sony Pictures Titles,Andre Van Heerden,,,,"Multiple Formats,AC-3,Color,Dolby,Full Screen,NTSC",1 hour and 39 minutes,s_medNotRated NR (Not Rated),,Sony Pictures Home Entertainment,,,,
B004XWGZ9Q,Pete 'n' Tillie,"April 25, 2011",All Universal Studios Titles,Martin Ritt,,"Walter Matthau,Carol Burnett,Geraldine Page,Barry Nelson,Rene Auberjonois",,"Color,NTSC",1 hour and 41 minutes,s_medPG PG (Parental Guidance Suggested),,Universal Studios,AVMDU96914D,,,
B0000AC8NP,"The Tooth & Nail Video, Vol. 8: The Nail","August 19, 2003",Vocal Pop,,,Various,,"Color,NTSC",,s_medNotRated NR (Not Rated),,Tooth & Nail Records,,,,
B00006G8H6,The Blood Drinkers (The Blood Collection),"September 24, 2002",Horror,Gerardo de Leon,,"Ronald Remy,Amalia Fuentes,Eddie Fernandez,Eva Montes,Celia Rodriguez",,"Color,Full Screen,NTSC",1 hour and 28 minutes,s_medNotRated Unrated (Not Rated),,IMAGE ENTERTAINMENT,,,,
6304489625,Rocko's Modern Life:  Machine Madness [VHS],"July 8, 1997",Kids & Family,"Berglund,Timothy,Chiasson,Roger,Hillenburg,Stephen,Lawrence,Mr.,Marsh,Jeff 'Swampy'",,"Adler,Charles,Alazraqui,Carlos,Kenny,Tom,Lawrence,Mr.,Wallem,Linda",,,58 minutes,,,Paramount,,"October 25, 2006",,
6305194807,Animal Alphabet [VHS],"May 28, 2002",Kids & Family,,,Animal Alphabet,,,1 hour and 44 minutes,,,Time Life Records,,"September 29, 2006",,
B0006OBPTU,The Blue Lagoon / Return to the Blue Lagoon (Double Feature),"February 1, 2005",All Sony Pictures Titles,"Randal Kleiser,William A. Graham",,"Brooke Shields,Christopher Atkins,Brian Krause,Milla Jovovich,Leo McKern",,"Box set,Color,NTSC",3 hours and 26 minutes,s_medNotRated NR (Not Rated),,Sony Pictures Home Entertainment,,,,
B002AL2TQK,Here's Lucy: Season 1,"August 25, 2009",Comedy,,,"Lucille Ball,Gale Gordon,Lucie Arnaz,Desi Arnaz Jr.,Sid Gould",,"Multiple Formats,Color,NTSC,Closed-captioned,Mono",9 hours and 40 minutes,s_medNotRated NR (Not Rated),,Mpi Home Video,unknown,,,
B000O179EA,The Frighteners (Peter Jackson's Director's Cut) [HD DVD],"May 29, 2007",Action & Adventure,Peter Jackson,,"Michael J. Fox,Trini Alvarado,John Astin,Jeffrey Combs,Peter Dobson",,"Anamorphic,Color,Dolby,Subtitled,Widescreen",2 hours and 3 minutes,s_medNotRated Unrated (Not Rated),,Universal Studios Home Entertainment,,,,
B000244EYW,Out of the Past,"July 6, 2004",All Titles,Jacques Tourneur,,"Robert Mitchum,Jane Greer,Kirk Douglas,Rhonda Fleming,Richard Webb",,"Black & White,Closed-captioned,Subtitled,NTSC",1 hour and 37 minutes,s_medNotRated NR (Not Rated),,Turner Home Ent,,,,
B00452J596,Frank Sinatra: Concert for the Americas,"December 14, 2010",Music Videos & Concerts,,,Frank Sinatra,,"Multiple Formats,Color,NTSC",1 hour and 30 minutes,s_medNotRated NR (Not Rated),,Shout Factory,15258599,,,
B00018HU5E,The Sweeney The Complete Second Series,,Action & Adventure,"David Wickes,Jim Goddard,Mike Vardy,Ted Childs,Tom Clegg",,"John Thaw,Dennis Waterman,Garfield Morgan,Patrick Mower,George Layton",,PAL,,,,,,,,
B000065N2H,Mrs. Doubtfire [VHS],,Kids & Family,Chris Columbus,,"Robin Williams,Sally Field,Pierce Brosnan,Harvey Fierstein,Polly Holliday",,,2 hours and 5 minutes,,,,,"June 15, 2006",,
B000E5N69I,A Lover's Revenge [DVD],"March 21, 2006",All Lionsgate Titles,Douglas Jackson,,"Alexandra Paul,William R. Moses,Gary Hudson,Sonya Salomaa,Sophie Gendron",,"Multiple Formats,Closed-captioned,Color,Dolby,Full Screen,NTSC",1 hour and 34 minutes,s_medNotRated Unrated (Not Rated),,Lions Gate,,,,
B004PF0FJM,Kubrick's Odyssey: Secrets Hidden in the Films,"April 5, 2011",Special Interests,Jay Weidner,,Jay Weidner,,"Multiple Formats,Color,NTSC",1 hour and 10 minutes,s_medNotRated NR (Not Rated),,Cubed Brick Productions,,,,
B001QUL6UG,"Handel: Admeto re di Tessiglia, Opera in three Acts [Blu-ray]","March 31, 2009",TV,"Axel Köhler,Ute Feudel",,"Matthias Rexroth,Romelia Lichtenstein,Mechthild Bach,Tim Mead,Howard Arman",,"Multiple Formats,Blu-ray,Classical,Color,NTSC,Subtitled,Widescreen",3 hours and 16 minutes,s_medNotRated NR (Not Rated),,Arthaus,,,,
B001BEK8CY,When We Left Earth: The NASA Missions (4-Disc Set),"September 30, 2008",Documentary,,,"Gene Kranz,Gary Sinise,Jim Lovell,Eugene Cernan,Buzz Aldrin",,"Multiple Formats,Box set,Color,Dolby,NTSC,Widescreen",4 hours and 18 minutes,s_medNotRated NR (Not Rated),,Discovery Channel,DIS4482DVD,,,
1573629162,Perfect Tenant [VHS],"July 25, 2000",Foreign Films,Doug Campbell,,"Linda Purl,Maxwell Caulfield,Stacy Hogue,Melissa Behr,Earl Holliman",,,1 hour and 33 minutes,,,Lions Gate,,"September 29, 2006",,
B006VUYIY2,Looney Tunes: The Best of Bugs Bunny,"March 6, 2012",Warner Home Video,Various,,Various,,"Multiple Formats,Animated,Color,NTSC",21 minutes,s_medNotRated NR (Not Rated),,WarnerBrothers,unknown,,,
B000T28G4Q,Mar - Vol. 4,"December 4, 2007",Action & Adventure,Mar,,Mar,,"Animated,Color,NTSC",1 hour and 32 minutes,s_medNotRated NR (Not Rated),,Viz Media,,,,
B0000714C2,Secret Admirer,"January 7, 2003",All MGM Titles,David Greenwalt,,"C. Thomas Howell,Lori Loughlin,Kelly Preston,Dee Wallace,Cliff De Young",,"Anamorphic,Closed-captioned,Color,Dubbed,Full Screen,NTSC,Subtitled,Widescreen",1 hour and 30 minutes,s_medR R (Restricted),,MGM (Video & DVD),,,,
B000U1ZV8A,"4 Film Favorites: Romantic Comedies (Addicted to Love, Home Fries, Rock Star, Summer Catch)","January 9, 2008",Comedy,"Griffin Dunne,Stephen Herek,Dean Parisot,Michael Tolin",,"Meg Ryan,Mark Wahlberg,Drew Barrymore,Freddie Prinze Jr.,Matthew Broderick",,"Multiple Formats,Closed-captioned,Color,NTSC,Widescreen",6 hours and 44 minutes,s_medR R (Restricted),,WarnerBrothers,WHV1000026146DVD,,,
1575672537,Mystery of the Three Clocks,"May 1, 2005",Special Interests,,,,,NTSC,2 hours and 1 minute,s_medNotRated Unrated (Not Rated),,Moody Video,,,,
B0010TDRL4,The Independent,"February 12, 2008",Comedy,Stephen Kessler,,"Jerry Stiller,Janeane Garofalo,Max Perlich,Ted Demme,Roger Corman",,"Multiple Formats,Color,NTSC,Subtitled",1 hour and 21 minutes,s_medR R (Restricted),,Allumination,,,,
B0007O8PPG,"Mash, the Collector's Series: Going Home",,TV,,,"Alan Alda,Loretta Switt,Mike Farrell,Harry Morgan",,,,,,20 Century Fox,,"January 30, 2005",,
B00005MKKF,Ancient Civilizations: Athens and Ancient Greece,"April 2, 2002",Documentary,,,Ancient Civilizations,,"Multiple Formats,Color,NTSC",2 hours,s_medNotRated NR (Not Rated),,Questar,,,,
B000FS2W4E,Princess Natasha: Season 1,"August 15, 2006",Sports,,,Artist Not Provided,,"Multiple Formats,Color,NTSC",1 hour and 12 minutes,s_medNotRated NR (Not Rated),,Starz / Anchor Bay,,,,
B002VIQRKG,Bob the Builder: A Christmas to Remember,2001,"Animation,Kids",Sarah Ball,"Jackie Cockle,Kate Fawkes","Neil Morrissey,Elton John,Kate Harbour","Rob Rackstraw,Noddy Holder,Alison Steadman,Stephen Tompkinson,Chris Evans,more…Maria Darl",Prime Video (streaming online video),51min,,English [CC],Lionsgate,,,6.8,English
B001CUJKNU,One Mo' Time 2007,,,,,,,,,,,,,,,
B00005BJW1,March of Time: America at War 6 [VHS],"September 1, 1998",Documentary,,,America at War,,,,,,New Line Home Video,,"September 29, 2006",,
B00015YVCC,Thalia - Greatest Hits,"February 10, 2004",Latin Pop,,,Thalia,,"Multiple Formats,Color,NTSC",,s_medNotRated NR (Not Rated),,EMI Latin,,,,
B00005TPMZ,Boycott [VHS],"July 2, 2002",Drama,,,"Cathey,Reg E.,Dellums,Erik,Ejogo,Carmen,Franks,Walter,Garrett,Crystal",,,1 hour and 58 minutes,,,Hbo Home Video,,"October 25, 2006",,
B000E991MU,Biblical Collector's Series: Biblical Adam & Eve,"March 21, 2006",Documentary,,,Artist Not Provided,,"Multiple Formats,Color,Dolby,NTSC",1 hour,s_medNotRated NR (Not Rated),,Grizzly Adams Prod,,,,
B0015TJBXW,John Wayne: The Fox Westerns Collection (The Big Trail / North to Alaska / The Comancheros / The Undefeated),"May 13, 2008",All Fox Titles,"Raoul Walsh,Michael Curtiz,Henry Hathaway",,"John Wayne,Lee Marvin,Rock Hudson,Stewart Granger,Capucine",,"Multiple Formats,Box set,Black & White,Color,NTSC,Widescreen",7 hours and 49 minutes,s_medNotRated NR (Not Rated),,20th Century Fox,452939,,,
B0010ZE4CE,The Substitute 4: Failure Is Not an Option,2001,"Action,Drama",Robert Radler,,,,Prime Video (streaming online video),1h 31min,R (Restricted),English [CC],Lionsgate,,,4.7,English
6303222536,Building the House of Love [VHS],"January 17, 1995",Pop & Contemporary,,,"Grant,Amy",,,1 hour and 15 minutes,,,A&M,,"January 19, 2007",,
B000062Y3W,The Other Woman,,Drama,Gabrielle Beaumont,,"Jill Eikenberry,Laura Leighton,Rosemary Forsyth,Monica Parker,Sarah Martineck",,PAL,1 hour and 29 minutes,,,,,,,
1562196839,Patlabor - Mobile Police Series (Vol. 2) [VHS],"September 1, 1998",Action & Adventure,Naoyuki Yoshinaga,,"Arihiro Hase,Dan Green,Flavio Romeo,Ami Shukla,Shannon Conley",,,2 hours,,,Us Manga Corps Video,,"February 9, 2007",,
B001NFNFG2,Locusts: The 8th Plague (SciFi Essentials),"March 24, 2009",Drama,Ian Gilmour,,"Dan Cortese,David Keith,Kirk B.R. Woller,Jeff Fahey,Atanas Srebrev",,"Color,Dolby,NTSC,Widescreen",1 hour and 28 minutes,s_medR R (Restricted),,IMAGE ENTERTAINMENT,,,,
B002SEZNDK,March or Die,1999,"Action,Adventure",Dick Richards,,"Gene Hackman,Terence Hill,Catherine Deneuve",,Prime Video (streaming online video),1h 46min,PG (Parental Guidance Suggested),English [CC],Lionsgate,,,6.3,English
B001064H1Q,A Christmas Without Snow,,Christmas,John Korty,,"Michael Learned,John Houseman,James Cromwell,Ramon Bieri,Valerie Curtin",,"NTSC,Color",1 hour and 40 minutes,,,,,,,
B000QUM3H2,S.W.A.T.,,,,,,,,,,,,,,6.6,
B000CPH9XY,Deep Purple: Live in California '74 - The DVD Archive Collection,"January 24, 2006",Britain,,,Deep Purple,,"Multiple Formats,Color,Dolby,DTS Surround Sound,NTSC",1 hour and 59 minutes,s_medNotRated NR (Not Rated),,Eagle Rock Ent,Relay Time,,,
B000A345EE,Santa Claus Is Comin' to Town,"September 6, 2005",Animation,"Arthur Rankin Jr.,Jules Bass",,"Fred Astaire,Mickey Rooney,Keenan Wynn,Paul Frees,Joan Gardner",,"Multiple Formats,NTSC,Original recording remastered",48 minutes,s_medNotRated NR (Not Rated),,Classic Media,,,,
B00006FI0R,Jason X,"June 7, 2005",DTS,Jim Isaac,,"Kane Hodder,Lexa Doig,Lisa Ryder,Chuck Campbell,Jonathan Potts",,"Multiple Formats,Anamorphic,Closed-captioned,Color,Dolby,DTS Surround Sound,NTSC,Subtitled,Widescreen",1 hour and 33 minutes,s_medR R (Restricted),,WarnerBrothers,NEWL1000032342DVD,,,
B000JBXH78,Amar Te Duele,"December 26, 2006",All Lionsgate Titles,Fernando Sariñana,,"Luis Fernando Peña,Martha Higareda,Ximena Sariñana,Karla Alvarado,Héctor Arévalo",,"Multiple Formats,Color,Dolby,Subtitled,Widescreen,NTSC",1 hour and 44 minutes,s_medR R (Restricted),,Lions Gate,,,,
B000QQH53I,Anti Social Studies 101 (Escape from New York / The Usual Suspects / Leaving Las Vegas),"August 14, 2007",All MGM Titles,"Bryan Singer,John Carpenter,Mike Figgis",,"Kevin Spacey,Gabriel Byrne,Chazz Palminteri,Kurt Russell,Lee Van Cleef",,"Multiple Formats,Color,NTSC",5 hours and 17 minutes,s_medR R (Restricted),,MGM (Video & DVD),,,,
B000009N3G,Red and Black [VHS],"November 20, 2001",Foreign Films,Andrew Kam,,"Chia-Hui Leung,Ching-Ying Lam,Ma Wu,Ridley Tsui,Kong Lau",,,,,,Tai Seng Entertainment,,"February 9, 2007",,
B00007KK3G,Happy Dayz,"February 25, 2003",Sports,Johnny Decesare,,,,"Multiple Formats,Color,NTSC",1 hour and 5 minutes,s_medNotRated Unrated (Not Rated),,Vas,,,,
B002FOQY4U,Legends of the Dark King - A Fist of the North Star Story,"September 15, 2009",Action & Adventure,,,,,"Widescreen,Animated,Color,NTSC,Subtitled",5 hours and 25 minutes,s_medNotRated Unrated (Not Rated),,Sentai Filmworks,,,,
B00004CVX4,Spawn [VHS],,Action & Adventure,Mark A.Z. Dippé,,"John Leguizamo,Michael Jai White,Martin Sheen,Theresa Randle,Nicol Williamson",,,1 hour and 36 minutes,,,,,"June 16, 2006",,
B0018OIK2M,Carlito's Way: Rise to Power,2005,"Action,Drama",Michael Bregman,,"Jay Hernandez,Mario Van Peebles,Luis Guzm??n","Sean 'P. Diddy' Combs,Michael Kelly,Giancarlo Esposito,Jaclyn DeSantis,Burt Young,more…Mtume Gant,Domenick Lombardozzi,Juan Carlos Hern??ndez,Eric Nieves,Jaime Tirelli,Nelson Vasquez,Casper Martinez,Stu 'Large' Riley,Edmonte Salvato III,Chuck Zito,Mary Hammett,Tony Cucci,Chad Coleman,Jaime S??nchez,Carmen L??pez,Jaime Velez,Gene Canfield,Ramon Rodriguez,Annette Rosario,Marian Pinchoff,Chris Bergman,Nicholas Kepros,Wass Stevens,Misha Sedgwick,Chandler Parker,Gary Swanson,Chris Chalk,Mandell Butler,Janet Sarno,Ron C. Jones,Greg Flippen,Duke Valenti,Ruperto Vanderpool,Omar Evans,Amanda Loncar,Erin Williams,Victor Pagan,Frank Pellegrino,Jaime Lee Kirchner,Pete Colapietro,Julie McNiven,Roger Bonds,Raquel Alessi,Jordan Testay,Joe Conzo,Jewlisa Bermuda,Walter Nichols,Pierra Francesca,Aubrey Benn??,Charlene Biton,Christopher Bregman,Louis Ciardy,Edgar Felix,Jennifer Green,Jessica Leigh Johnson,Ambria Miscia,Christie Redford,Mimi Rodriguez,Edmonte Salvato,Al Sapienza,Julie J. Torsiello,Amanda Usher,Veronica Alvez,Cheryl Cosenza,Greg D'Agostino,Onika Day,Vinny DeGennaro,Alexis Delarosa,Jaclyn Dietl,Shyheim Franklin,Rick Kain,Jimmy King,Dolores McDougal,Javier Merida,Gregory O'Connor,Maria Olivares,Jennifer Pedersen,Al Serrano,Troy Smith,J.B. Sole",Prime Video (streaming online video),1h 34min,R (Restricted),English [CC],NBC Universal,,,5.0,English
B000CC1U1O,After Sex,"November 11, 2005",Comedy,Cameron Thor,,"Brooke Shields,Dan Cortese,Virginia Madsen,D.B. Sweeney,Johnathon Schaech",,"Multiple Formats,Color,NTSC",1 hour and 36 minutes,s_medR R (Restricted),,Platinum Disc,,,,
6305347085,WWF In Your House 27 - St. Valentine's Day Massacre [VHS],"April 13, 1999",Action & Adventure,,,"Steve Austin,Vince McMahon,Mankind,The Rock,Triple H",,,3 hours,,,WWF Home Video,,"September 29, 2006",,
6300150151,Virgin Spring [VHS],"March 28, 1991",German,Ingmar Bergman,,"Max von Sydow,Birgitta Valberg,Gunnel Lindblom,Birgitta Pettersson,Axel Düberg",,,,,,Nelson Entertainment,,"September 29, 2006",,
0979760836,Language of the Divine Matrix,"March 29, 2010",Special Interests,"Claudio Corvino,Editor",,Gregg Braden,,"Full Screen,NTSC",4 hours and 50 minutes,,,New World Multimedia,,,,
B0000A2ZQZ,Dark Secrets,"August 5, 2003",Action & Adventure,John Bowen,,"Monique Parent,Julie Strain,Brad Linaweaver",,"Color,NTSC",1 hour and 25 minutes,s_medNotRated Unrated (Not Rated),,Ardustry Home Entertainment,,,,
B000006QI0,A&E Biography - Leonardo da Vinci: Renaissance Master [VHS],"November 11, 1998",Documentary,,,David Janssen,,,1 hour,,,A&E Home Video,,"January 11, 2007",,
B004FLPFPU,The Hills Have Eyes UNRATED,2006,Horror,Alexandre Aja,,"Aaron Stanford,Kathleen Quinlan,Vinessa Shaw","Emilie De Raven,Dan Byrd",Prime Video (streaming online video),1h 48min,,English [CC],20th Century Fox,,,6.4,English
B004X317BG,Deadlands 2: Trapped (Extended & Unrated),2010,"Action,Horror,Young Adult Audience,Suspense",Splatter Rampage (Tempe Video),,,,Prime Video (streaming online video),1h 23min,,None available,platter Rampage (Tempe Video),,,3.4,English
B0053O021K,Ferry To Hong Kong,"July 19, 2011",Drama,Lewis Gilbert,,Various,,"Multiple Formats,Color,Dolby,NTSC,Widescreen",1 hour and 44 minutes,s_medNotRated NR (Not Rated),,Vci Video,17571617,,,
B00005BGNB,Cry Blood Apache [VHS],"May 22, 2001",Westerns,,,"Anza,Andy,Gahva,Marie,Henley (II),Don,Kemp (II),Carroll,Kemp,Dan",,,1 hour and 22 minutes,,,"Front Row Video, Inc",,"September 29, 2006",,
B001JQHT6C,What Makes Sammy Run,"July 1, 2016",All Sony Pictures Titles,Delbert Mann,,"Larry Blyden,John Forsythe,Dina Merrill,Norman Fell,Barbara Rush",,"Multiple Formats,Black & White,Color,Dolby,Full Screen,Subtitled,NTSC",1 hour and 30 minutes,s_medNotRated NR (Not Rated),,Sony Pictures Home Entertainment,,,,
6302814766,A Return to Salem's Lot [VHS],"12M 13, 1993",Comedy,Larry Cohen,,"Michael Moriarty,Samuel Fuller,Ricky Addison Reed,Andrew Duggan,Evelyn Keyes",,,1 hour and 41 minutes,,,Warner Home Video,,"October 26, 2006",,
B00008G5V7,Mrs Arris Goes to Paris [VHS],"February 19, 2002",Drama,Anthony Pullen Shaw,,"Angela Lansbury,Diana Rigg,Lothaire Bluteau,John Savident,Lila Kaye",,,1 hour and 32 minutes,,,Bridgestone Multimed,,"September 29, 2006",,
6305664897,New Rose Hotel [VHS],"12M 7, 1999",Drama,Abel Ferrara,,"Christopher Walken,Willem Dafoe,Asia Argento,Annabella Sciorra,John Lurie",,,1 hour and 33 minutes,,,Lions Gate,,"September 29, 2006",,
B00004R6BT,The Story of Vernon and Irene Castle [VHS],,Drama,H.C. Potter,,"Fred Astaire,Ginger Rogers,Edna May Oliver,Walter Brennan,Lew Fields",,,1 hour and 33 minutes,,,,,"February 9, 2007",,
B000VDDMYM,Another Perfect Stranger,"September 15, 2007",Drama,"Jefferson Moore,Shane Sooter",,"Jefferson Moore,Ruby Lewis,Chloe Allen,Juliana Allen,Jonathan C. Barnes",,"Multiple Formats,Color,Dolby,NTSC,Surround Sound,Widescreen",1 hour and 36 minutes,s_medNotRated Unrated (Not Rated),,Kelly's Filmworks LTD,,,,
630021737X,Lucia Di Lammermoor [VHS],"December 22, 1992",Special Interests,Richard Bonynge,,"Gaetano Donizetti,Metropolitan Opera,Joan Sutherland,Alfredo Kraus,Pablo Elvira",,,2 hours and 8 minutes,,,Paramount,,"October 26, 2006",,
6305255237,WWF: WrestleMania XV - The Ragin' Climax [VHS],"January 4, 2000",Action & Adventure,Kevin Dunn (III),,"Steve Austin (IV),Dwayne Johnson,Brian James (II),Sean Morley,Dustin Runnels",,,3 hours,,,WWF Home Video,,"October 1, 2006",,
6302260906,Wrestlefest 1992 [VHS],"July 23, 1992",Sports,,,WWF Wrestling,,,,,,Coliseum Video (a&H,,"September 29, 2006",,
6305987025,Little Lord Fauntleroy [VHS],"July 25, 2000",Kids & Family,John Cromwell,,"Freddie Bartholomew,Dolores Costello,C. Aubrey Smith,Guy Kibbee,Henry Stephenson",,,1 hour and 42 minutes,,,Vci/Ffi,,"September 29, 2006",,
